user_id,movie_id,user_rating
ur5527588,tt0015324,9
ur4103165,tt0015324,8
ur0137908,tt0015324,9
ur0100815,tt0015324,10
ur5232724,tt0015324,10
ur15148330,tt0015324,10
ur0323948,tt0015324,
ur1529723,tt0015324,10
ur0197287,tt0015324,
ur0643062,tt0015324,
ur20552756,tt0015324,10
ur2655917,tt0015324,10
ur15311310,tt0015324,9
ur58392620,tt0015324,8
ur2860723,tt0015324,9
ur66111139,tt0015324,10
ur0190087,tt0015324,10
ur13566917,tt0015324,6
ur0391152,tt0015324,10
ur34231578,tt0015324,8
ur16414436,tt0015324,7
ur0453068,tt0015324,10
ur20961309,tt0015324,10
ur0346035,tt0015324,10
ur1964495,tt0015324,10
ur2346881,tt0015324,10
ur4532636,tt0015324,10
ur20018357,tt0015324,
ur86498639,tt0015324,9
ur0394470,tt0015324,10
ur4716150,tt0015324,7
ur4195782,tt0015324,10
ur74931296,tt0015324,10
ur71097662,tt0015324,10
ur77212199,tt0015324,7
ur1448185,tt0015324,8
ur4906367,tt0015324,9
ur19574884,tt0015324,10
ur128569426,tt0015324,7
ur5921267,tt0015324,9
ur11387588,tt0015324,9
ur2488512,tt0015324,8
ur116641944,tt0015324,10
ur0858312,tt0015324,5
ur10962105,tt0015324,9
ur12287348,tt0015324,4
ur2467618,tt0015864,10
ur4888011,tt0015864,10
ur15148330,tt0015864,8
ur0562732,tt0015864,10
ur1174211,tt0015864,
ur0688559,tt0015864,
ur0312444,tt0015864,9
ur0137908,tt0015864,8
ur4103165,tt0015864,9
ur0222418,tt0015864,
ur4306474,tt0015864,10
ur1413169,tt0015864,10
ur0176092,tt0015864,10
ur0643062,tt0015864,
ur0853359,tt0015864,10
ur4532636,tt0015864,9
ur0583640,tt0015864,10
ur3270789,tt0015864,8
ur48834842,tt0015864,7
ur0310469,tt0015864,
ur0103793,tt0015864,7
ur0826090,tt0015864,9
ur17699578,tt0015864,
ur23882259,tt0015864,6
ur1416505,tt0015864,8
ur0197287,tt0015864,
ur2484999,tt0015864,5
ur10348034,tt0015864,
ur20552756,tt0015864,10
ur2286081,tt0015864,10
ur2093818,tt0015864,8
ur3838473,tt0015864,9
ur20962118,tt0015864,10
ur23483288,tt0015864,9
ur4067661,tt0015864,9
ur0206998,tt0015864,10
ur20961309,tt0015864,9
ur1855181,tt0015864,10
ur2288329,tt0015864,10
ur1355003,tt0015864,7
ur1002035,tt0015864,
ur0088197,tt0015864,10
ur94289145,tt0015864,9
ur18799880,tt0015864,10
ur5949479,tt0015864,8
ur78277499,tt0015864,9
ur13566917,tt0015864,8
ur107418055,tt0015864,10
ur3063013,tt0015864,10
ur2154952,tt0015864,
ur50306943,tt0015864,6
ur0436403,tt0015864,7
ur109135693,tt0015864,9
ur1509307,tt0015864,10
ur61859192,tt0015864,9
ur3728510,tt0015864,10
ur13211310,tt0015864,9
ur15711750,tt0015864,8
ur2567338,tt0015864,9
ur5274234,tt0015864,10
ur4939636,tt0015864,10
ur5805910,tt0015864,10
ur1350313,tt0015864,9
ur23858664,tt0015864,3
ur87748969,tt0015864,9
ur82462880,tt0015864,10
ur114649661,tt0015864,10
ur18876660,tt0015864,9
ur0354036,tt0015864,9
ur4052516,tt0015864,9
ur114700501,tt0015864,8
ur0819382,tt0015864,9
ur114692853,tt0015864,10
ur2860723,tt0015864,8
ur26718039,tt0015864,10
ur0960001,tt0015864,
ur139689817,tt0015864,6
ur4234119,tt0015864,10
ur53053227,tt0015864,10
ur23069777,tt0015864,8
ur64669458,tt0015864,10
ur68310327,tt0015864,10
ur7554946,tt0015864,10
ur1124558,tt0015864,10
ur81519466,tt0015864,9
ur3914439,tt0015864,6
ur62481480,tt0015864,8
ur0361658,tt0015864,10
ur1503963,tt0015864,3
ur102601261,tt0015864,7
ur58241463,tt0015864,8
ur58101621,tt0015864,7
ur56005872,tt0015864,6
ur0270238,tt0015864,8
ur0003136,tt0015864,7
ur1774203,tt0015864,5
ur64147180,tt0015864,7
ur2898520,tt0015864,10
ur0234740,tt0015864,7
ur128751135,tt0015864,10
ur13134536,tt0015864,
ur128830736,tt0015864,6
ur61197531,tt0015864,
ur41485753,tt0015864,4
ur2707735,tt0015864,7
ur4248714,tt0015864,10
ur1234929,tt0015864,7
ur80592451,tt0015864,7
ur12596887,tt0015864,7
ur12771356,tt0015864,8
ur0651212,tt0015864,9
ur0146453,tt0015864,
ur0770643,tt0015864,8
ur157865736,tt0015864,9
ur25105932,tt0015864,
ur1964495,tt0015864,8
ur23891169,tt0015864,5
ur60028700,tt0015864,9
ur131102834,tt0015864,9
ur66111139,tt0015864,10
ur26820801,tt0015864,7
ur2263198,tt0015864,7
ur50463365,tt0015864,8
ur6201371,tt0015864,8
ur2828372,tt0015864,9
ur5945598,tt0015864,10
ur20018357,tt0015864,
ur61395777,tt0015864,7
ur4405474,tt0015864,9
ur107282868,tt0015864,10
ur38220046,tt0015864,6
ur55640799,tt0015864,8
ur33907744,tt0015864,8
ur5788055,tt0015864,6
ur0718241,tt0015864,
ur1530907,tt0015864,10
ur160914527,tt0015864,10
ur21961955,tt0015864,4
ur2020269,tt0017136,8
ur2488512,tt0017136,10
ur0562732,tt0017136,10
ur4103165,tt0017136,9
ur15148330,tt0017136,10
ur0166205,tt0017136,
ur81864032,tt0017136,8
ur0264325,tt0017136,9
ur1609079,tt0017136,10
ur0310469,tt0017136,
ur18970655,tt0017136,10
ur4708706,tt0017136,9
ur4306474,tt0017136,8
ur0062626,tt0017136,10
ur0322329,tt0017136,10
ur4445210,tt0017136,7
ur15311310,tt0017136,10
ur2707735,tt0017136,8
ur5424352,tt0017136,10
ur60028700,tt0017136,10
ur12844960,tt0017136,10
ur53053227,tt0017136,10
ur1448185,tt0017136,6
ur24085266,tt0017136,10
ur47006221,tt0017136,10
ur13977076,tt0017136,10
ur1416505,tt0017136,10
ur35683824,tt0017136,9
ur2898520,tt0017136,10
ur0170123,tt0017136,10
ur0960268,tt0017136,8
ur4067661,tt0017136,10
ur1293485,tt0017136,8
ur33875393,tt0017136,10
ur0278527,tt0017136,10
ur44546721,tt0017136,10
ur59554469,tt0017136,8
ur1937893,tt0017136,10
ur67902729,tt0017136,9
ur2467618,tt0017136,10
ur23096180,tt0017136,9
ur20552756,tt0017136,10
ur4693077,tt0017136,
ur14579776,tt0017136,10
ur0453068,tt0017136,10
ur21853963,tt0017136,9
ur19574884,tt0017136,10
ur0391152,tt0017136,8
ur2167075,tt0017136,10
ur24974863,tt0017136,7
ur3146136,tt0017136,8
ur9627383,tt0017136,9
ur0643062,tt0017136,
ur0463200,tt0017136,9
ur4888011,tt0017136,
ur5727872,tt0017136,8
ur66111139,tt0017136,9
ur3967726,tt0017136,8
ur1616919,tt0017136,8
ur29888097,tt0017136,8
ur25095745,tt0017136,9
ur4405474,tt0017136,9
ur0410033,tt0017136,10
ur160914527,tt0017136,10
ur0855231,tt0017136,8
ur25633639,tt0017136,9
ur1803589,tt0017136,10
ur17108559,tt0017136,9
ur0819382,tt0017136,8
ur15326312,tt0017136,10
ur44764744,tt0017136,10
ur16162453,tt0017136,10
ur2863499,tt0017136,10
ur15896852,tt0017136,9
ur1185292,tt0017136,8
ur2860723,tt0017136,8
ur1048771,tt0017136,7
ur1896124,tt0017136,10
ur131578417,tt0017136,10
ur1174211,tt0017136,
ur13134536,tt0017136,
ur54015217,tt0017136,10
ur44806343,tt0017136,9
ur30675539,tt0017136,9
ur1219578,tt0017136,10
ur46392975,tt0017136,10
ur0420183,tt0017136,10
ur2496397,tt0017136,8
ur13035875,tt0017136,10
ur4248714,tt0017136,10
ur0631986,tt0017136,8
ur5197304,tt0017136,10
ur0347711,tt0017136,10
ur78194065,tt0017136,9
ur107418055,tt0017136,10
ur29798050,tt0017136,10
ur3063013,tt0017136,10
ur0384847,tt0017136,10
ur1592694,tt0017136,10
ur8206701,tt0017136,10
ur9972457,tt0017136,8
ur23803787,tt0017136,10
ur1234929,tt0017136,9
ur10398346,tt0017136,8
ur5037232,tt0017136,10
ur41168863,tt0017136,9
ur0394470,tt0017136,10
ur0265837,tt0017136,10
ur0805697,tt0017136,10
ur15791734,tt0017136,10
ur26443691,tt0017136,9
ur3836774,tt0017136,10
ur2198340,tt0017136,
ur29733790,tt0017136,8
ur2140592,tt0017136,10
ur4569900,tt0017136,8
ur61227203,tt0017136,10
ur1559834,tt0017136,10
ur12596887,tt0017136,10
ur28159509,tt0017136,9
ur27776093,tt0017136,9
ur33374263,tt0017136,10
ur23475447,tt0017136,8
ur2079400,tt0017136,10
ur0508954,tt0017136,10
ur54861919,tt0017136,8
ur4532636,tt0017136,10
ur107065132,tt0017136,8
ur16333473,tt0017136,10
ur19151711,tt0017136,8
ur8282981,tt0017136,10
ur50463365,tt0017136,9
ur0663392,tt0017136,10
ur38472042,tt0017136,10
ur2023459,tt0017136,10
ur0011762,tt0017136,7
ur104058867,tt0017136,9
ur4234119,tt0017136,10
ur34204883,tt0017136,9
ur47872415,tt0017136,10
ur0969109,tt0017136,10
ur26226712,tt0017136,9
ur45390749,tt0017136,10
ur56005872,tt0017136,8
ur1590118,tt0017136,8
ur1576815,tt0017136,4
ur45812214,tt0017136,9
ur0187171,tt0017136,9
ur1855181,tt0017136,10
ur0088197,tt0017136,9
ur0643062,tt0017925,
ur1125206,tt0017925,9
ur15148330,tt0017925,9
ur5527588,tt0017925,10
ur2898520,tt0017925,8
ur3280905,tt0017925,10
ur4103165,tt0017925,9
ur1174211,tt0017925,
ur15311310,tt0017925,9
ur0679729,tt0017925,
ur1148823,tt0017925,10
ur2467618,tt0017925,10
ur0568099,tt0017925,10
ur2707735,tt0017925,7
ur4569900,tt0017925,6
ur17029428,tt0017925,10
ur0103141,tt0017925,
ur17816293,tt0017925,10
ur56005872,tt0017925,9
ur60028700,tt0017925,8
ur47850240,tt0017925,8
ur0688559,tt0017925,
ur10962105,tt0017925,10
ur2860723,tt0017925,8
ur33374263,tt0017925,10
ur0853359,tt0017925,9
ur66111139,tt0017925,9
ur10334028,tt0017925,8
ur20552756,tt0017925,10
ur19281585,tt0017925,
ur0011762,tt0017925,7
ur34049683,tt0017925,9
ur0079652,tt0017925,10
ur2214855,tt0017925,10
ur4445210,tt0017925,8
ur26820801,tt0017925,5
ur4627372,tt0017925,10
ur23581966,tt0017925,10
ur1893630,tt0017925,10
ur0331648,tt0017925,10
ur3270789,tt0017925,7
ur0819382,tt0017925,8
ur0805697,tt0017925,10
ur13134536,tt0017925,
ur4405474,tt0017925,8
ur4532636,tt0017925,8
ur28145373,tt0017925,10
ur1043817,tt0017925,10
ur113529171,tt0017925,10
ur58781741,tt0017925,8
ur4693077,tt0017925,9
ur1019294,tt0017925,10
ur76941592,tt0017925,10
ur20018357,tt0017925,
ur45390749,tt0017925,8
ur0022904,tt0017925,
ur1048771,tt0017925,6
ur30163554,tt0017925,6
ur0197287,tt0017925,
ur0378855,tt0017925,10
ur19892172,tt0017925,9
ur1234929,tt0017925,7
ur13566917,tt0017925,8
ur0015339,tt0017925,10
ur0391152,tt0017925,6
ur107418055,tt0017925,10
ur3212364,tt0017925,9
ur1078810,tt0017925,10
ur17822437,tt0017925,7
ur1002035,tt0017925,
ur13017201,tt0017925,
ur1774203,tt0017925,10
ur3233848,tt0017925,9
ur0812631,tt0017925,8
ur27175177,tt0017925,6
ur12740916,tt0017925,8
ur0605857,tt0017925,
ur1701747,tt0017925,10
ur2375356,tt0017925,7
ur24799182,tt0017925,7
ur18180101,tt0017925,7
ur1908551,tt0017925,9
ur0650255,tt0017925,6
ur1282070,tt0017925,
ur61327404,tt0017925,10
ur67278807,tt0017925,10
ur0028089,tt0017925,10
ur1052098,tt0017925,5
ur4906367,tt0017925,
ur15298231,tt0017925,6
ur0363263,tt0017925,10
ur12287348,tt0017925,6
ur114600792,tt0017925,8
ur4234119,tt0017925,10
ur16162453,tt0017925,9
ur26266323,tt0017925,6
ur61387862,tt0017925,6
ur67530528,tt0017925,4
ur2483625,tt0017925,10
ur39517558,tt0017925,8
ur160914527,tt0017925,10
ur118591754,tt0017925,5
ur2308761,tt0017925,10
ur2840323,tt0017925,10
ur16858462,tt0017925,
ur24842446,tt0017925,7
ur1388206,tt0017925,8
ur5232724,tt0017925,8
ur24764757,tt0017925,8
ur0228016,tt0017925,
ur1529723,tt0017925,10
ur0145613,tt0017925,
ur0858312,tt0017925,
ur17025449,tt0017925,6
ur30749173,tt0017925,7
ur18006975,tt0017925,8
ur26591649,tt0017925,9
ur24832656,tt0017925,5
ur0278527,tt0017925,10
ur0968789,tt0017925,10
ur4888011,tt0017925,10
ur1350313,tt0017925,9
ur4248714,tt0017925,9
ur0945066,tt0017925,8
ur92500767,tt0017925,9
ur24799400,tt0017925,7
ur0453068,tt0017925,10
ur98457883,tt0017925,7
ur22573121,tt0017925,10
ur2079400,tt0017925,10
ur1964495,tt0017925,10
ur2567136,tt0017925,8
ur2171244,tt0017925,8
ur107065132,tt0017925,8
ur65463970,tt0017925,10
ur1416505,tt0017925,9
ur7813355,tt0017925,9
ur135654449,tt0017925,4
ur24805918,tt0017925,7
ur3967726,tt0017925,8
ur2263198,tt0017925,8
ur50463365,tt0017925,9
ur6201371,tt0017925,8
ur4067661,tt0017925,8
ur116914350,tt0017925,9
ur23882543,tt0017925,7
ur55640799,tt0017925,8
ur33907744,tt0017925,7
ur0453068,tt0019254,10
ur0384847,tt0019254,10
ur4445210,tt0019254,8
ur4532636,tt0019254,9
ur4103165,tt0019254,10
ur1601982,tt0019254,10
ur0197287,tt0019254,
ur1876602,tt0019254,10
ur0265494,tt0019254,10
ur0272662,tt0019254,10
ur133361230,tt0019254,7
ur61197531,tt0019254,
ur0806494,tt0019254,8
ur23483288,tt0019254,9
ur3473256,tt0019254,10
ur1234929,tt0019254,9
ur3969346,tt0019254,
ur2467618,tt0019254,8
ur20552756,tt0019254,10
ur15148330,tt0019254,10
ur14295241,tt0019254,8
ur3608743,tt0019254,10
ur1069062,tt0019254,10
ur0199334,tt0019254,10
ur38902676,tt0019254,10
ur1174211,tt0019254,
ur1448185,tt0019254,7
ur6663090,tt0019254,10
ur19569362,tt0019254,10
ur0011762,tt0019254,7
ur0102677,tt0019254,10
ur3836774,tt0019254,10
ur1098460,tt0019254,10
ur0790288,tt0019254,10
ur64640683,tt0019254,9
ur0278527,tt0019254,10
ur109093840,tt0019254,10
ur0448368,tt0019254,10
ur27361979,tt0019254,6
ur13134536,tt0019254,
ur1416505,tt0019254,8
ur66677180,tt0019254,10
ur3270789,tt0019254,8
ur2707735,tt0019254,8
ur5037232,tt0019254,10
ur0819382,tt0019254,8
ur2193169,tt0019254,10
ur0557788,tt0019254,3
ur0137908,tt0019254,
ur19043679,tt0019254,
ur0918826,tt0019254,10
ur2483625,tt0019254,9
ur1964495,tt0019254,9
ur0068788,tt0019254,10
ur17699578,tt0019254,
ur34226907,tt0019254,9
ur98798506,tt0019254,10
ur66111139,tt0019254,8
ur3953932,tt0019254,10
ur4786080,tt0019254,10
ur1367786,tt0019254,10
ur5156469,tt0019254,9
ur59376203,tt0019254,10
ur5788055,tt0019254,9
ur2522842,tt0019254,10
ur33875393,tt0019254,10
ur20018357,tt0019254,
ur0483657,tt0019254,10
ur2346881,tt0019254,10
ur86498639,tt0019254,9
ur30163554,tt0019254,8
ur28447011,tt0019254,10
ur8625456,tt0019254,10
ur35683824,tt0019254,9
ur0616019,tt0019254,10
ur0527304,tt0019254,10
ur2420383,tt0019254,
ur0307964,tt0019254,10
ur8258961,tt0019254,10
ur0265899,tt0019254,10
ur1960072,tt0019254,9
ur2898520,tt0019254,7
ur127818280,tt0019254,2
ur0369164,tt0019254,10
ur46647047,tt0019254,9
ur25095745,tt0019254,10
ur54603703,tt0019254,10
ur4234119,tt0019254,10
ur100116496,tt0019254,9
ur3233848,tt0019254,10
ur0667252,tt0019254,10
ur8083997,tt0019254,9
ur4892912,tt0019254,10
ur15896852,tt0019254,7
ur0088197,tt0019254,9
ur4130201,tt0019254,
ur114649661,tt0019254,10
ur96338646,tt0019254,9
ur130506467,tt0019254,10
ur114712021,tt0019254,8
ur1584185,tt0019254,10
ur108799802,tt0019254,9
ur24277214,tt0019254,8
ur4928107,tt0019254,10
ur114692853,tt0019254,8
ur66504633,tt0019254,4
ur99784917,tt0019254,8
ur0929009,tt0019254,
ur135654449,tt0019254,10
ur2860723,tt0019254,8
ur0127031,tt0019254,10
ur1878855,tt0019254,10
ur12452089,tt0019254,10
ur107065132,tt0019254,7
ur18193558,tt0019254,10
ur16162453,tt0019254,10
ur0222703,tt0019254,
ur2127794,tt0019254,9
ur1458720,tt0019254,10
ur13017201,tt0019254,
ur45390749,tt0019254,7
ur21893304,tt0019254,4
ur112246037,tt0019254,10
ur0937306,tt0019254,
ur4248714,tt0019254,8
ur0409564,tt0019254,10
ur5800422,tt0019254,10
ur2949047,tt0019254,10
ur4405474,tt0019254,8
ur0568065,tt0019254,9
ur52819578,tt0019254,7
ur134960802,tt0019254,10
ur112877399,tt0019254,9
ur1496890,tt0019254,10
ur41701982,tt0019254,10
ur37385058,tt0019254,9
ur57123438,tt0019254,10
ur18101462,tt0019254,8
ur2457681,tt0019254,8
ur110212703,tt0019254,10
ur40894490,tt0019254,10
ur2886680,tt0019254,
ur0199741,tt0019254,9
ur40516374,tt0019254,8
ur96207575,tt0019254,9
ur5046149,tt0019254,10
ur2083460,tt0019254,
ur129227154,tt0019254,10
ur28136241,tt0019254,10
ur2939410,tt0019254,
ur0453068,tt0021749,10
ur1174211,tt0021749,
ur3608743,tt0021749,10
ur13134536,tt0021749,
ur4445210,tt0021749,9
ur0562732,tt0021749,10
ur1002035,tt0021749,
ur0176092,tt0021749,9
ur0853359,tt0021749,10
ur1500205,tt0021749,
ur0643062,tt0021749,
ur4103165,tt0021749,8
ur20552756,tt0021749,10
ur2420383,tt0021749,10
ur3063013,tt0021749,10
ur4234119,tt0021749,10
ur56393956,tt0021749,10
ur3335565,tt0021749,9
ur1000374,tt0021749,
ur0239428,tt0021749,10
ur64212521,tt0021749,10
ur0819382,tt0021749,8
ur5440386,tt0021749,8
ur0222418,tt0021749,10
ur0361658,tt0021749,10
ur13178622,tt0021749,10
ur9987799,tt0021749,10
ur14207038,tt0021749,10
ur0234036,tt0021749,10
ur5037232,tt0021749,10
ur2898520,tt0021749,9
ur61197531,tt0021749,
ur3270789,tt0021749,8
ur2707735,tt0021749,8
ur4248714,tt0021749,9
ur0394322,tt0021749,10
ur2860723,tt0021749,9
ur4532636,tt0021749,9
ur60028700,tt0021749,10
ur25078659,tt0021749,8
ur0824745,tt0021749,
ur3212364,tt0021749,9
ur3741220,tt0021749,10
ur0850869,tt0021749,10
ur0137908,tt0021749,9
ur14733699,tt0021749,10
ur20962118,tt0021749,10
ur2200871,tt0021749,8
ur28071275,tt0021749,10
ur21232893,tt0021749,8
ur1416505,tt0021749,10
ur50463365,tt0021749,9
ur26591649,tt0021749,10
ur33734362,tt0021749,10
ur13588546,tt0021749,10
ur2567338,tt0021749,10
ur22131361,tt0021749,10
ur67530528,tt0021749,7
ur1350313,tt0021749,9
ur1214202,tt0021749,10
ur33697153,tt0021749,10
ur17029428,tt0021749,10
ur1147015,tt0021749,10
ur1844795,tt0021749,10
ur3441650,tt0021749,10
ur1071044,tt0021749,10
ur0234740,tt0021749,7
ur2288329,tt0021749,10
ur0460091,tt0021749,10
ur28221379,tt0021749,9
ur2432286,tt0021749,9
ur38340845,tt0021749,10
ur58480160,tt0021749,10
ur23556266,tt0021749,9
ur0270238,tt0021749,10
ur0278527,tt0021749,10
ur15311310,tt0021749,10
ur0549174,tt0021749,10
ur0075285,tt0021749,8
ur27215228,tt0021749,10
ur160914527,tt0021749,10
ur0088197,tt0021749,10
ur0243898,tt0021749,10
ur20597997,tt0021749,10
ur2079400,tt0021749,10
ur2467618,tt0021749,10
ur2948497,tt0021749,9
ur4888011,tt0021749,10
ur0325053,tt0021749,10
ur13017201,tt0021749,
ur0583640,tt0021749,10
ur33931031,tt0021749,9
ur20018357,tt0021749,
ur3370618,tt0021749,10
ur13591916,tt0021749,10
ur53053227,tt0021749,8
ur1865221,tt0021749,10
ur0769595,tt0021749,
ur3836774,tt0021749,10
ur24787966,tt0021749,10
ur44821409,tt0021749,10
ur64394634,tt0021749,8
ur67902729,tt0021749,9
ur0450002,tt0021749,10
ur86498639,tt0021749,10
ur64928689,tt0021749,10
ur2496397,tt0021749,9
ur25312605,tt0021749,8
ur110715812,tt0021749,9
ur8625456,tt0021749,8
ur0217457,tt0021749,
ur83822756,tt0021749,10
ur26266323,tt0021749,8
ur126935107,tt0021749,10
ur13566917,tt0021749,8
ur7526964,tt0021749,9
ur98799137,tt0021749,10
ur25775215,tt0021749,4
ur8327182,tt0021749,9
ur13211310,tt0021749,7
ur0915482,tt0021749,7
ur99797312,tt0021749,10
ur99782462,tt0021749,8
ur1517556,tt0021749,
ur0386241,tt0021749,7
ur71097662,tt0021749,10
ur0812631,tt0021749,7
ur0954300,tt0021749,
ur0237249,tt0021749,10
ur0605857,tt0021749,
ur6161693,tt0021749,9
ur14156875,tt0021749,10
ur5270982,tt0021749,7
ur0715384,tt0021749,10
ur12771356,tt0021749,8
ur106196708,tt0021749,9
ur0085102,tt0021749,10
ur26465371,tt0021749,8
ur3387663,tt0021749,8
ur25997566,tt0021749,6
ur9604399,tt0021749,10
ur1124558,tt0021749,10
ur114649661,tt0021749,10
ur2109734,tt0021749,10
ur30163554,tt0021749,6
ur114712021,tt0021749,9
ur114700501,tt0021749,8
ur0326866,tt0021749,
ur114692853,tt0021749,9
ur73416203,tt0021749,10
ur0381265,tt0021884,
ur0139258,tt0021884,10
ur19664654,tt0021884,10
ur1592694,tt0021884,10
ur0612097,tt0021884,
ur0187170,tt0021884,9
ur2483625,tt0021884,10
ur0884672,tt0021884,
ur3109237,tt0021884,9
ur2626332,tt0021884,10
ur19981632,tt0021884,10
ur52210600,tt0021884,8
ur1091358,tt0021884,10
ur3924830,tt0021884,8
ur0650255,tt0021884,7
ur35635716,tt0021884,10
ur12596887,tt0021884,10
ur1530907,tt0021884,10
ur2256117,tt0021884,
ur1350313,tt0021884,8
ur2467618,tt0021884,9
ur0679729,tt0021884,
ur0449021,tt0021884,8
ur13401764,tt0021884,10
ur20552756,tt0021884,10
ur0915652,tt0021884,10
ur25192034,tt0021884,8
ur2861364,tt0021884,10
ur20961309,tt0021884,10
ur6201371,tt0021884,8
ur1715687,tt0021884,7
ur1293485,tt0021884,10
ur0043975,tt0021884,10
ur4103165,tt0021884,6
ur4445210,tt0021884,6
ur0222418,tt0021884,10
ur3441650,tt0021884,10
ur0789367,tt0021884,10
ur10334028,tt0021884,9
ur1871073,tt0021884,9
ur1532177,tt0021884,9
ur1002035,tt0021884,
ur0643062,tt0021884,
ur9725326,tt0021884,10
ur0017718,tt0021884,10
ur3270789,tt0021884,8
ur1491019,tt0021884,10
ur2860723,tt0021884,8
ur34049683,tt0021884,8
ur0166606,tt0021884,10
ur1964495,tt0021884,10
ur1174539,tt0021884,8
ur68173442,tt0021884,8
ur17539102,tt0021884,10
ur0257957,tt0021884,
ur0423543,tt0021884,9
ur2898520,tt0021884,8
ur0482513,tt0021884,9
ur0278527,tt0021884,9
ur0968789,tt0021884,10
ur2707735,tt0021884,9
ur44588015,tt0021884,10
ur45812214,tt0021884,9
ur0819382,tt0021884,7
ur0166205,tt0021884,
ur25312605,tt0021884,8
ur0521769,tt0021884,9
ur0853359,tt0021884,9
ur11157093,tt0021884,8
ur1355507,tt0021884,7
ur1896124,tt0021884,10
ur2375356,tt0021884,7
ur107418055,tt0021884,10
ur3063013,tt0021884,9
ur174638476,tt0021884,9
ur13288300,tt0021884,7
ur3873444,tt0021884,10
ur0005095,tt0021884,10
ur11127331,tt0021884,8
